"","State","City","0.001","0.005","0.1","0.2","0.4","0.5","0.6","0.8","1.0","1.2","1.4","1.6","1.8","2.0","2.5","3.0","Grupo_menor","Grupo_maior","Grupo"
"595","SP","TABOÃO DA SERRA",4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,"High Risk","High Risk","High Risk"
"596","SP","TACIBA",36,36,36,35,34,35,33,34,33,34,33,32,33,33,33,32,"Low Risk","Low Risk","Low Risk"
"597","SP","TAGUAÍ",34,34,34,33,32,33,32,33,31,32,31,30,31,32,31,30,"Low Risk","Low Risk","Low Risk"
"598","SP","TAIAÇU",36,37,37,36,35,36,34,35,34,35,33,33,33,34,33,33,"Low Risk","Low Risk","Low Risk"
"599","SP","TAIÚVA",34,34,34,33,32,33,32,33,31,33,31,31,32,32,32,31,"Low Risk","Low Risk","Low Risk"
"600","SP","TAMBAÚ",29,30,30,29,28,29,27,29,27,28,27,26,27,28,27,26,"Medium Risk","Medium Risk","Medium Risk"
"601","SP","TANABI",30,30,30,29,28,29,28,29,27,28,27,27,27,28,27,26,"Medium Risk","Medium Risk","Medium Risk"
"602","SP","TAPIRAÍ",26,27,27,26,25,26,25,26,24,26,24,24,24,25,24,24,"Medium Risk","Medium Risk","Medium Risk"
"603","SP","TAPIRATIBA",30,30,30,29,28,30,28,30,28,30,28,28,28,29,29,28,"Medium Risk","Medium Risk","Medium Risk"
"604","SP","TAQUARAL",36,37,37,36,35,36,35,36,34,36,34,34,34,35,34,34,"Low Risk","Low Risk","Low Risk"
"605","SP","TAQUARITINGA",27,27,27,26,25,27,25,26,25,26,25,24,25,26,25,25,"Medium Risk","Medium Risk","Medium Risk"
"606","SP","TAQUARITUBA",29,29,29,28,27,29,27,28,27,28,27,26,27,28,27,26,"Medium Risk","Medium Risk","Medium Risk"
"607","SP","TAQUARIVAÍ",26,27,27,26,25,27,25,27,25,27,26,25,26,27,27,26,"Medium Risk","Medium Risk","Medium Risk"
"608","SP","TARABAI",36,37,37,36,35,36,34,35,33,35,33,33,33,34,33,32,"Low Risk","Low Risk","Low Risk"
"609","SP","TARUMÃ",30,31,30,30,29,30,28,30,28,29,28,28,28,29,28,28,"Medium Risk","Medium Risk","Medium Risk"
"610","SP","TATUÍ",19,19,19,18,17,19,17,18,17,18,17,16,17,18,17,16,"High Risk","High Risk","High Risk"
"611","SP","TAUBATÉ",16,16,16,15,14,16,14,15,14,15,14,13,14,15,14,14,"High Risk","High Risk","High Risk"
"612","SP","TEJUPÁ",36,36,36,35,34,35,33,34,32,34,32,32,32,33,32,31,"Low Risk","Low Risk","Low Risk"
"613","SP","TEODORO SAMPAIO",33,33,33,32,31,33,31,32,31,32,31,30,31,32,31,31,"Low Risk","Low Risk","Low Risk"
"614","SP","TERRA ROXA",36,37,37,36,35,36,34,35,34,35,34,33,34,34,33,33,"Low Risk","Low Risk","Low Risk"
"615","SP","TIETÊ",23,23,23,22,21,23,21,22,21,22,21,20,21,22,21,21,"Medium Risk","Medium Risk","Medium Risk"
"616","SP","TIMBURI",36,41,42,41,38,39,37,38,36,37,35,34,35,35,34,33,"Low Risk","Low Risk","Low Risk"
"617","SP","TORRE DE PEDRA",29,29,29,28,27,28,27,28,26,28,26,26,26,27,26,26,"Medium Risk","Medium Risk","Medium Risk"
"618","SP","TORRINHA",30,31,31,30,29,30,28,29,28,29,28,27,28,28,28,27,"Medium Risk","Medium Risk","Medium Risk"
"619","SP","TRABIJU",35,35,35,35,34,35,34,35,33,35,33,33,34,35,34,33,"Low Risk","Low Risk","Low Risk"
"620","SP","TREMEMBÉ",21,22,22,21,20,21,20,21,19,21,19,19,20,20,19,19,"Medium Risk","Medium Risk","Medium Risk"
"621","SP","TRÊS FRONTEIRAS",36,37,37,36,34,36,34,35,33,34,33,32,33,34,33,32,"Low Risk","Low Risk","Low Risk"
"622","SP","TUIUTI",26,26,26,25,24,26,24,25,24,25,24,23,24,25,24,23,"Medium Risk","Medium Risk","Medium Risk"
"623","SP","TUPÃ",28,29,29,28,27,28,27,28,26,28,26,26,27,27,27,26,"Medium Risk","Medium Risk","Medium Risk"
"624","SP","TUPI PAULISTA",31,31,31,30,30,31,29,31,29,31,29,29,30,30,30,29,"Medium Risk","Low Risk","Low Risk"
"625","SP","TURIÚBA",36,41,42,44,42,43,41,42,39,40,39,38,38,39,38,37,"Low Risk","Low Risk","Low Risk"
"626","SP","TURMALINA",36,41,42,44,41,42,40,41,39,40,38,38,38,39,38,37,"Low Risk","Low Risk","Low Risk"
"627","SP","UBARANA",36,39,39,37,35,36,35,35,33,35,33,32,33,33,33,32,"Low Risk","Low Risk","Low Risk"
"628","SP","UBATUBA",19,19,19,18,18,19,17,19,17,18,17,17,17,18,17,17,"High Risk","High Risk","High Risk"
"629","SP","UBIRAJARA",36,38,38,36,34,35,34,34,33,34,32,31,32,33,32,31,"Low Risk","Low Risk","Low Risk"
"630","SP","UCHOA",30,30,30,29,29,30,28,30,28,29,28,28,28,29,28,28,"Medium Risk","Medium Risk","Medium Risk"
"631","SP","UNIÃO PAULISTA",36,41,42,44,42,43,41,41,39,40,38,38,38,38,37,37,"Low Risk","Low Risk","Low Risk"
"632","SP","URÂNIA",32,33,33,32,31,32,31,32,30,32,30,30,31,31,31,30,"Low Risk","Low Risk","Low Risk"
"633","SP","URU",36,41,42,44,41,42,40,40,38,39,38,37,38,38,37,36,"Low Risk","Low Risk","Low Risk"
"634","SP","URUPÊS",36,37,36,35,33,34,33,34,32,33,31,31,31,32,31,30,"Low Risk","Low Risk","Low Risk"
"635","SP","VALENTIM GENTIL",32,33,32,32,31,32,30,31,30,31,30,29,30,31,30,30,"Low Risk","Low Risk","Low Risk"
"636","SP","VALINHOS",16,17,17,16,15,17,15,16,15,16,15,14,15,16,15,14,"High Risk","High Risk","High Risk"
"637","SP","VALPARAÍSO",31,31,32,31,30,31,29,31,29,30,29,29,29,30,29,29,"Medium Risk","Low Risk","Low Risk"
"638","SP","VARGEM",22,23,23,22,21,22,21,22,21,22,21,21,21,22,22,21,"Medium Risk","Medium Risk","Medium Risk"
"639","SP","VARGEM GRANDE DO SUL",27,27,28,27,26,27,25,27,25,26,25,24,25,26,25,25,"Medium Risk","Medium Risk","Medium Risk"
"640","SP","VARGEM GRANDE PAULISTA",14,14,15,14,13,14,12,14,12,13,12,12,12,13,12,12,"High Risk","High Risk","High Risk"
"641","SP","VÁRZEA PAULISTA",16,17,17,16,14,16,14,15,13,15,13,13,13,14,13,13,"High Risk","High Risk","High Risk"
"642","SP","VERA CRUZ",32,33,33,31,30,32,30,31,29,31,29,29,29,30,29,29,"Low Risk","Low Risk","Low Risk"
"643","SP","VINHEDO",16,17,17,16,15,16,15,16,14,16,15,14,15,16,15,15,"High Risk","High Risk","High Risk"
"644","SP","VIRADOURO",34,34,34,33,32,33,32,33,31,32,31,30,31,32,31,30,"Low Risk","Low Risk","Low Risk"
"645","SP","VISTA ALEGRE DO ALTO",34,34,34,33,32,33,32,33,31,33,31,31,31,32,31,31,"Low Risk","Low Risk","Low Risk"
"646","SP","VITÓRIA BRASIL",36,37,37,36,35,37,35,37,35,37,36,35,36,37,36,36,"Low Risk","Low Risk","Low Risk"
"647","SP","VOTORANTIM",18,19,19,18,17,18,16,18,16,17,16,15,16,17,16,15,"High Risk","High Risk","High Risk"
"648","SP","VOTUPORANGA",25,26,26,25,24,25,24,25,24,25,24,23,24,25,24,24,"Medium Risk","Medium Risk","Medium Risk"
"649","SP","ZACARIAS",36,39,39,38,37,38,36,37,36,37,36,35,36,36,35,35,"Low Risk","Low Risk","Low Risk"
